1|12323907|234679|1|2|4|20/04/2018
2|12324582|234920|1|2|4|20/04/2018
3|12324632|234723|1|2|4|20/04/2018
4|12324707|234974|1|2|4|20/04/2018
5|12324764|234733|1|2|4|20/04/2018
6|12325019|234931|1|2|4|20/04/2018
7|12325084|234716|1|2|4|20/04/2018
8|12325217|234975|1|2|4|20/04/2018
9|12325761|234680|1|2|4|20/04/2018
10|12325860|234971|1|2|4|20/04/2018
11|12326223|234879|1|2|4|20/04/2018
12|12326231|234762|1|2|4|20/04/2018
13|12326660|234802|1|2|4|20/04/2018
14|12328591|234681|1|2|4|20/04/2018
15|12329243|234801|1|2|4|20/04/2018
16|12329813|234811|1|2|4|20/04/2018
17|12330647|234834|1|2|4|20/04/2018
18|12331975|234922|1|2|4|20/04/2018
19|12336164|235475|1|2|4|20/04/2018
20|12340448|234662|1|2|4|20/04/2018
21|12342881|235476|1|2|4|20/04/2018
22|12345868|234724|1|2|4|20/04/2018
23|12346106|235376|1|2|4|20/04/2018
24|12346130|234684|1|2|4|20/04/2018
25|12347252|234757|1|2|4|20/04/2018
26|12348300|234797|1|2|4|20/04/2018
27|12349712|234661|1|2|4|20/04/2018
28|12349910|234838|1|2|4|20/04/2018
29|12354076|234812|1|2|4|20/04/2018
30|12354100|234950|1|2|4|20/04/2018
31|12354928|235174|1|2|4|20/04/2018
32|12357970|235255|1|2|4|20/04/2018
33|12363796|234686|1|2|4|20/04/2018
34|12364067|234827|1|2|4|20/04/2018
35|12365262|234924|1|2|4|20/04/2018
36|12368050|234864|1|2|4|20/04/2018
37|12368167|234867|1|2|4|20/04/2018
38|12368183|234905|1|2|4|20/04/2018
39|12368449|234872|1|2|4|20/04/2018
40|12371930|234873|1|2|4|20/04/2018
41|12372102|235054|1|2|4|20/04/2018
42|12373126|234848|1|2|4|20/04/2018
43|12379743|235365|1|2|4|20/04/2018
44|12380105|234652|1|2|4|20/04/2018
45|12387787|235366|1|2|4|20/04/2018
46|12389528|234953|1|2|4|20/04/2018
47|12389692|234732|1|2|4|20/04/2018
48|12389999|234769|1|2|4|20/04/2018
49|12390203|234770|1|2|4|20/04/2018
50|12390351|234954|1|2|4|20/04/2018
51|12392654|234798|1|2|4|20/04/2018
52|12397240|234796|1|2|4|20/04/2018
53|12399923|234772|1|2|4|20/04/2018
54|12401745|234773|1|2|4|20/04/2018
55|12420711|234909|1|2|4|20/04/2018
56|12420729|234923|1|2|4|20/04/2018
57|12420737|234944|1|2|4|20/04/2018
58|12422634|234722|1|2|4|20/04/2018
59|15965779|237399|1|2|4|19/04/2018
60|15965837|237328|1|2|4|19/04/2018
61|15965845|237268|1|2|4|19/04/2018
62|15965860|237252|1|2|4|19/04/2018
63|15965894|237400|1|2|4|19/04/2018
64|15965993|237311|1|2|4|19/04/2018
65|15966041|237296|1|2|4|19/04/2018
66|15966058|237329|1|2|4|19/04/2018
67|15966082|237460|1|2|4|19/04/2018
68|15966173|237274|1|2|4|19/04/2018
69|15966181|237535|1|2|4|19/04/2018
70|15966207|237264|1|2|4|19/04/2018
71|15966215|237297|1|2|4|19/04/2018
72|15966223|237401|1|2|4|19/04/2018
73|15966124|237488|1|2|4|19/04/2018
74|15966157|237430|1|2|4|19/04/2018
75|15966264|237317|1|2|4|19/04/2018
76|15966363|237464|1|2|4|19/04/2018
77|15966389|237475|1|2|4|19/04/2018
78|15966397|237338|1|2|4|19/04/2018
79|15966439|237246|1|2|4|19/04/2018
80|15966454|237478|1|2|4|19/04/2018
81|15966496|237343|1|2|4|19/04/2018
82|15966314|237510|1|2|4|19/04/2018
83|15966603|237547|1|2|4|19/04/2018
84|15966660|237331|1|2|4|19/04/2018
85|15966678|237260|1|2|4|19/04/2018
86|15966686|237250|1|2|4|19/04/2018
87|15966736|237269|1|2|4|19/04/2018
88|15966850|237318|1|2|4|19/04/2018
89|15966884|237332|1|2|4|19/04/2018
90|15966918|237423|1|2|4|19/04/2018
91|16557815|076121|1|2|4|19/04/2018
92|16557872|076205|1|2|4|19/04/2018
93|16558144|076251|1|2|4|19/04/2018
94|16769691|076189|1|2|4|19/04/2018
95|16769816|076369|1|2|4|19/04/2018
96|16769824|076253|1|2|4|19/04/2018
97|16769618|076252|1|2|4|19/04/2018
98|16769865|076190|1|2|4|19/04/2018
99|16769923|076360|1|2|4|19/04/2018
100|16769949|076297|1|2|4|19/04/2018
101|16770202|076151|1|2|4|19/04/2018
102|16770350|076222|1|2|4|19/04/2018
103|16770442|076301|1|2|4|19/04/2018
104|16770509|076246|1|2|4|19/04/2018
105|16770533|076217|1|2|4|19/04/2018
106|16770608|076256|1|2|4|19/04/2018
107|16770624|076343|1|2|4|19/04/2018
108|16770764|076298|1|2|4|19/04/2018
109|16770830|076308|1|2|4|19/04/2018
110|16770947|076178|1|2|4|19/04/2018
111|16771028|076171|1|2|4|19/04/2018
112|16771051|076323|1|2|4|19/04/2018
113|16771085|076135|1|2|4|19/04/2018
114|16771101|076321|1|2|4|19/04/2018
115|16771200|076352|1|2|4|19/04/2018
116|16771218|076145|1|2|4|19/04/2018
117|16771499|076172|1|2|4|19/04/2018
118|16771648|076257|1|2|4|19/04/2018
119|16771655|076224|1|2|4|19/04/2018
120|16771697|076216|1|2|4|19/04/2018
121|16771713|076155|1|2|4|19/04/2018
122|16771937|076391|1|2|4|19/04/2018
123|16772091|076221|1|2|4|19/04/2018
124|16772190|076247|1|2|4|19/04/2018
125|16772224|076164|1|2|4|19/04/2018
126|16772240|076259|1|2|4|19/04/2018
127|16772265|076232|1|2|4|19/04/2018
128|16772273|076344|1|2|4|19/04/2018
129|16772281|076295|1|2|4|19/04/2018
130|16770905|076258|1|2|4|19/04/2018
131|17270624|237403|1|2|4|19/04/2018
132|17270632|237420|1|2|4|19/04/2018
133|17270715|237511|1|2|4|19/04/2018
134|17270723|237526|1|2|4|19/04/2018
135|17285754|237273|1|2|4|19/04/2018
136|17710348|237287|1|2|4|19/04/2018
137|17760566|237404|1|2|4|19/04/2018
138|17760590|237333|1|2|4|19/04/2018
139|17760640|237255|1|2|4|19/04/2018
140|17760657|237424|1|2|4|19/04/2018
